Paper Name,Paper Author,Paper Key Words,Issue Date
Comparing Apples to Oranges: Productivity Convergence and Measurement across Industries and Countries: Comment,Anders Sorensen,O47 Measurement of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence;D24 Production; Cost; Capital and Total Factor Productivity; Capacity,"September 2001 (Vol. 91, No.4 )"
Comparing Apples to Oranges: Productivity Convergence and Measurement across Industries and Countries: Reply,Andrew B. Bernard;Charles I. Jones,O47 Measurement of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence;D24 Production; Cost; Capital and Total Factor Productivity; Capacity,"September 2001 (Vol. 91, No.4 )"
An Asset Allocation Puzzle: Comment,Isabelle Bajeux-Besnainou;James V. Jordan;Roland Portait,G11 Portfolio Choice; Investment Decisions,"September 2001 (Vol. 91, No.4 )"
Incorporating Fairness into Game Theory and Economics: Comment,William Robert Nelson,"C70 Game Theory and Bargaining Theory: General;D63 Equity, Justice, Inequality, and Other Normative Criteria and Measurement","September 2001 (Vol. 91, No.4 )"
Economic Choices,Daniel McFadden,D10 Household Behavior: General;C50 Econometric Modeling: General;B23 History of Thought: Quantitative and Mathematical,"June 2001 (Vol. 91, No.3 )"
"Rules, Communication, and Collusion: Narrative Evidence from the Sugar Institute Case",David Genesove;Wallace P. Mullin,"L13 Oligopoly and Other Imperfect Markets;L12 Monopoly; Monopolization Strategies;L41 Monopolization; Horizontal Anticompetitive Practices;N72 Economic History: Transport, Trade, Energy, Technology, and Other Services: U.S.; Canada: 1913-","June 2001 (Vol. 91, No.3 )"
Auctions with Resale Markets: An Application to U.S. Forest Service Timber Sales,Philip A. Haile,D44 Auctions;Q23 Renewable Resources and Conservation: Forestry,"June 2001 (Vol. 91, No.3 )"
"Vertical Integration, Market Foreclosure, and Consumer Welfare in the Cable Television Industry",Tasneem Chipty,L82 Entertainment; Media;L22 Firm Organization and Market Structure,"June 2001 (Vol. 91, No.3 )"
Information Gatekeepers on the Internet and the Competitiveness of Homogeneous Product Markets,Michael R. Baye;John Morgan,"L11 Production, Pricing, and Market Structure; Size Distribution of Firms;L86 Information and Internet Services; Computer Software;D83 Search; Learning; Information and Knowledge; Communication; Belief","June 2001 (Vol. 91, No.3 )"
Costly Predation and the Distribution of Competence,John Conlisk,D83 Search; Learning; Information and Knowledge; Communication; Belief;C72 Noncooperative Games,"June 2001 (Vol. 91, No.3 )"
A Theory of Buyer-Seller Networks,Rachel E. Kranton;Deborah F. Minehart,"D40 Market Structure and Pricing: General;L10 Market Structure, Firm Strategy, and Market Performance: General","June 2001 (Vol. 91, No.3 )"
The Value of Information in Efficient Risk-Sharing Arrangements,Edward E. Schlee,D83 Search; Learning; Information and Knowledge; Communication; Belief;D81 Criteria for Decision-Making under Risk and Uncertainty,"June 2001 (Vol. 91, No.3 )"
Optimal Incentives for Teams,Yeon-Koo Che;Seung-Weon Yoo,M54 Personnel Economics: Labor Management;D23 Organizational Behavior; Transaction Costs; Property Rights;J33 Compensation Packages; Payment Methods;J41 Labor Contracts,"June 2001 (Vol. 91, No.3 )"
The Optimal Allocation of Prizes in Contests,Benny Moldovanu;Aner Sela,"D82 Asymmetric and Private Information;D44 Auctions;D72 Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior","June 2001 (Vol. 91, No.3 )"
Competition and Custom in Economic Contracts: A Case Study of Illinois Agriculture,H. Peyton Young;Mary A. Burke,Q15 Land Ownership and Tenure; Land Reform; Land Use; Irrigation;Z13 Economic Sociology; Economic Anthropology;J43 Agricultural Labor Markets;L14 Transactional Relationships; Contracts and Reputation; Networks,"June 2001 (Vol. 91, No.3 )"
Simulating Fundamental Tax Reform in the United States,David Altig;Alan J. Auerbach;Laurence J. Koltikoff;Kent A. Smetters;Jan Walliser,E62 Fiscal Policy;H24 Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes;H30 Fiscal Policies and Behavior of Economic Agents: General,"June 2001 (Vol. 91, No.3 )"
Is a Uniform Social Policy Better? Fiscal Federalism and Factor Mobility,Roberto Perotti,H77 Intergovernmental Relations; Federalism; Secession;H50 National Government Expenditures and Related Policies: General;F22 International Migration,"June 2001 (Vol. 91, No.3 )"
Demand Systems with and without Errors,Arthur Lewbel,D12 Consumer Economics: Empirical Analysis;C51 Model Construction and Estimation,"June 2001 (Vol. 91, No.3 )"
Using Engel's Law to Estimate CPI Bias,Bruce W. Hamilton,"E31 Price Level; Inflation; Deflation;E10 General Aggregative Models: General;E30 Prices, Business Fluctuations, and Cycles: General (includes Measurement and Data","June 2001 (Vol. 91, No.3 )"
Does Buffer-Stock Saving Explain the Smoothness and Excess Sensitivity of Consumption?,Sydney C. Ludvigson;Alexander Michaelides,E21 Macroeconomics: Consumption; Saving; Wealth;D91 Intertemporal Consumer Choice; Life Cycle Models and Saving,"June 2001 (Vol. 91, No.3 )"
"Monetary Instability, the Predictability of Prices, and the Allocation of Investment: An Empirical Investigation Using U.K. Panel Data",Paul Beaudry;Mustafa Caglayan;Fabio Schiantarelli,"L11 Production, Pricing, and Market Structure; Size Distribution of Firms;E22 Capital; Investment; Capacity;E31 Price Level; Inflation; Deflation;E52 Monetary Policy;L16 Industrial Organization and Macroeconomics: Industrial Structure and Structural Change; Industrial Price Indices","June 2001 (Vol. 91, No.3 )"
"Business Fixed Investment and ""Bubbles"": The Japanese Case",Robert S. Chirinko;Huntley Schaller,E44 Financial Markets and the Macroeconomy;G12 Asset Pricing; Trading volume; Bond Interest Rates,"June 2001 (Vol. 91, No.3 )"
The Response of Expenditures to Anticipated Income Changes: Panel Data Estimates,Martin Browning;M. Dolores Collado,D12 Consumer Economics: Empirical Analysis,"June 2001 (Vol. 91, No.3 )"
Estimating the Knowledge-Capital Model of the Multinational Enterprise,David L. Carr;James R. Markusen;Keith E. Maskus,F23 Multinational Firms; International Business;F12 Models of Trade with Imperfect Competition and Scale Economies,"June 2001 (Vol. 91, No.3 )"
Optimal Regional Redistribution under Asymmetric Information,Massimo Bordignon;Paolo Manasse;Guido Tabellini,R12 Size and Spatial Distributions of Regional Economic Activity;H73 State and Local Government; Intergovernmental Relations: Interjurisdictional Differentials and Their Effects,"June 2001 (Vol. 91, No.3 )"
How Liable Should a Lender Be? The Case of Judgment-Proof Firms and Environmental Risk: Comment,Tracy R. Lewis;David E. M. Sappington,"K13 Tort Law and Product Liability;Q28 Renewable Resources and Conservation: Government Policy;G33 Bankruptcy; Liquidation;K32 Environmental, Health, and Safety Law","June 2001 (Vol. 91, No.3 )"
How Liable Should a Lender Be? The Case of Judgment-Proof Firms and Environmental Risk: Comment,Dieter Balkenborg,"K13 Tort Law and Product Liability;Q28 Renewable Resources and Conservation: Government Policy;G33 Bankruptcy; Liquidation;K32 Environmental, Health, and Safety Law","June 2001 (Vol. 91, No.3 )"
How Liable Should a Lender Be? The Case of Judgment-Proof Firms and Environmental Risk: Reply,Rohan Pitchford,"K13 Tort Law and Product Liability;Q28 Renewable Resources and Conservation: Government Policy;G33 Bankruptcy; Liquidation;K32 Environmental, Health, and Safety Law","June 2001 (Vol. 91, No.3 )"
Information Technology and the U.S. Economy,Dale W. Jorgenson,O33 Technological Change: Choices and Consequences; Diffusion Processes;O51 Economywide Country Studies: U.S.; Canada;L63 Microelectronics; Computers; Communications Equipment;L86 Information and Internet Services; Computer Software;O47 Measurement of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence,"March 2001 (Vol. 91, No.1 )"
The Personal Discount Rate: Evidence from Military Downsizing Programs,John T. Warner;Saul Pleeter,D91 Intertemporal Consumer Choice; Life Cycle Models and Saving;H56 National Security and War;J26 Retirement; Retirement Policies;J65 Unemployment Insurance; Severance Pay; Plant Closings,"March 2001 (Vol. 91, No.1 )"
Dividends and Expropriation,Mara Faccio;Larry H. P. Lang;Leslie Young,G34 Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance;G35 Payout Policy;O16 Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance,"March 2001 (Vol. 91, No.1 )"
Naive Diversification Strategies in Defined Contribution Saving Plans,Shlomo Benartzi;Richard H. Thaler,G11 Portfolio Choice; Investment Decisions;G23 Pension Funds; Other Private Financial Institutions; Institutional Investors;H55 Social Security and Public Pensions,"March 2001 (Vol. 91, No.1 )"
Who Should Buy Long-Term Bonds?,John Y. Campbell;LuisM. Viceira,D91 Intertemporal Consumer Choice; Life Cycle Models and Saving;G11 Portfolio Choice; Investment Decisions,"March 2001 (Vol. 91, No.1 )"
The Effects of Investing Social Security Funds in the Stock Market When Fixed Costs Prevent Some Households from Holding Stocks,Andrew B. Abel,H55 Social Security and Public Pensions;D91 Intertemporal Consumer Choice; Life Cycle Models and Saving,"March 2001 (Vol. 91, No.1 )"
"Habit Persistence, Asset Returns, and the Business Cycle",Michele Boldrin;Lawrence J. Christiano;Jonas D. M. Fisher,"E32 Business Fluctuations; Cycles;E44 Financial Markets and the Macroeconomy;O41 One, Two, and Multisector Growth Models","March 2001 (Vol. 91, No.1 )"
Monetary Policy and Multiple Equilibria,Jess Benhabib;Stephanie Schmitt-Grohe;Martin Uribe,E52 Monetary Policy;E31 Price Level; Inflation; Deflation;E63 Comparative or Joint Analysis of Fiscal and Monetary Policy; Stabilization Policy,"March 2001 (Vol. 91, No.1 )"
What Hides Behind an Unemployment Rate: Comparing Portuguese and U.S. Labor Markets,Olivier Blanchard;Pedro Portugal,"E24 Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital;J64 Unemployment: Models, Duration, Incidence, and Job Search","March 2001 (Vol. 91, No.1 )"
Local Discouragement and Global Collapse: A Theory of Coordination Avalanches,Thomas D. Jeitschko;Curtis R. Taylor,"D83 Search; Learning; Information and Knowledge; Communication; Belief;D23 Organizational Behavior; Transaction Costs; Property Rights;D63 Equity, Justice, Inequality, and Other Normative Criteria and Measurement","March 2001 (Vol. 91, No.1 )"
The Provision of Public Goods under Alternative Electoral Incentives,Alessandro Lizzeri;Nicola Persico,"D72 Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior;H41 Public Goods","March 2001 (Vol. 91, No.1 )"
Proofs and Prototypes for Sale: The Licensing of University Inventions,Richard Jensen;Marie Thursby,O34 Intellectual Property Rights;O31 Innovation and Invention: Processes and Incentives;O38 Technological Change: Government Policy,"March 2001 (Vol. 91, No.1 )"
Gamma Discounting,Martin L. Weitzman,H43 Project Evaluation; Social Discount Rate;D61 Allocative Efficiency; Cost-Benefit Analysis,"March 2001 (Vol. 91, No.1 )"
"Race, Roosevelt, and Wartime Production: Fair Employment in World War II Labor Markets",William J. Collins,"N32 Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, and Religion: U.S.; Canada: 1913-;J70 Labor Discrimination: General;J71 Labor Discrimination;J78 Labor Discrimination: Public Policy;J15 Economics of Minorities and Races; Non-labor Discrimination","March 2001 (Vol. 91, No.1 )"
Tallest in the World: Native Americans of the Great Plains in the Nineteenth Century,Richard H. Steckel;Joseph M. Prince,"I12 Health Production;N31 Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, and Religion: U.S.; Canada: Pre-1913","March 2001 (Vol. 91, No.1 )"
"The Market Evaluation of Criminality: Evidence from the Auction of British Convict Labor in America, 1767-1775",Farley Grubb,"N31 Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, and Religion: U.S.; Canada: Pre-1913;N41 Economic History: Government, War, Law, and Regulation: U.S.; Canada: Pre-1913;K14 Criminal Law","March 2001 (Vol. 91, No.1 )"
Household Debt and the Tax Reform Act of 1986,Dean M. Maki,H31 Fiscal Policies and Behavior of Economic Agents: Household;G21 Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages;H24 Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes,"March 2001 (Vol. 91, No.1 )"
"State-Owned and Privately Owned Firms: An Empirical Analysis of Profitability, Leverage, and Labor Intensity",Kathryn L. DeWenter;Paul H. Malatesta,G32 Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure;L32 Public Enterprises;L33 Comparison of Public and Private Enterprises; Privatization; Contracting Out,"March 2001 (Vol. 91, No.1 )"
Preferences over Inflation and Unemployment: Evidence from Surveys of Happiness,Rafael Di Tella;Robert J. MacCulloch;Andrew J. Oswald,E24 Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital;E31 Price Level; Inflation; Deflation,"March 2001 (Vol. 91, No.1 )"
Firm-Specific Human Capital as a Shared Investment: Comment,Edwin Leuven;Hessel Oosterbeek,J24 Human Capital; Skills; Occupational Choice; Labor Productivity;D33 Factor Income Distribution;J41 Labor Contracts,"March 2001 (Vol. 91, No.1 )"
Firm-Specific Human Capital as a Shared Investment: Reply,Masanori Hashimoto,J24 Human Capital; Skills; Occupational Choice; Labor Productivity;D33 Factor Income Distribution;J41 Labor Contracts,"March 2001 (Vol. 91, No.1 )"
Does Exchange-Rate Stability Increase Trade and Welfare?,Philippe Bacchetta;Eric van Wincoop,F31 Foreign Exchange;F41 Open Economy Macroeconomics,"December 2000 (Vol. 90, No.5 )"
Market Contagion: Evidence from the Panics of 1854 and 1857,Morgan Kelly;Cormac O Grada,G21 Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages;N21 Economic History: Financial Markets and Institutions: U.S.; Canada: Pre-1913,"December 2000 (Vol. 90, No.5 )"
Monetary Aggregates and Output,Scott Freeman;Finn E. Kydland,E32 Business Fluctuations; Cycles;E51 Money Supply; Credit; Money Multipliers,"December 2000 (Vol. 90, No.5 )"
"Endogenous Business Cycles and the Dynamics of Output, Hours, and Consumption",Stephanie Schmitt-Grohe,E32 Business Fluctuations; Cycles;E23 Macroeconomics: Production;E24 Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital,"December 2000 (Vol. 90, No.5 )"
